Trans No.,Customer Code,Location Code,Grade Level Code,Transaction Date,Delivery Type,Quantity,Paper type Code
261177,875975,L000000,G4000001,11/08/2015,Returned,-1,BW000000
263273,188965,L000000,G4000001,17/08/2015,Returned,-1,BW000000
266515,747117,L000000,G4000001,18/08/2015,Returned,-1,BW000000
279567,757155,L000000,G4000001,26/08/2015,Returned,-1,BW000000
281315,472788,L000000,G4000001,24/08/2015,Returned,-1,BW000000
243272,50795,L000000,G4000001,04/08/2015,Consignment,2,BW000000
262799,364579,L000000,G4000001,15/08/2015,Consignment,2,BW000000
271032,891888,L000000,G4000001,24/08/2015,Consignment,2,BW000000
241488,5899,L000000,G4000001,04/08/2015,Returned,-10,BW000000
242559,871451,L000000,G4000001,05/08/2015,Returned,-14,BW000000
253365,799133,L000000,G4000001,11/08/2015,Returned,-7,BW000000
253437,418235,L000000,G4000001,10/08/2015,Returned,-17,BW000000
254309,431581,L000000,G4000001,10/08/2015,Returned,-6,BW000000
256156,818161,L000000,G4000001,11/08/2015,Returned,-6,BW000000
257913,504391,L000000,G4000001,10/08/2015,Returned,-19,BW000000
264613,539738,L000000,G4000001,18/08/2015,Returned,-10,BW000000
265881,419499,L000000,G4000001,17/08/2015,Returned,-6,BW000000
266421,802422,L000000,G4000001,17/08/2015,Returned,-3,BW000000
266791,53928,L000000,G4000001,19/08/2015,Returned,-5,BW000000
267317,792886,L000000,G4000001,17/08/2015,Returned,-4,BW000000
267477,259298,L000000,G4000001,19/08/2015,Returned,-8,BW000000
268278,306817,L000000,G4000001,18/08/2015,Returned,-12,BW000000
270508,540977,L000000,G4000001,22/08/2015,Returned,-10,BW000000
276032,47158,I000000,G4000001,23/08/2015,Returned,-7,BW000000
276262,80780,L000000,G4000001,24/08/2015,Returned,-16,BW000000
277188,781668,L000000,G4000001,25/08/2015,Returned,-41,BW000000
277188,781668,L000000,G4000001,26/08/2015,Returned,-41,BW000000
278050,6238,L000000,G4000001,25/08/2015,Returned,-7,BW000000
278835,98970,L000000,G4000001,26/08/2015,Returned,-3,BW000000
279279,830982,L000000,G4000001,26/08/2015,Returned,-3,BW000000
282119,498514,L000000,G4000001,25/08/2015,Returned,-30,BW000000
283073,496156,L000000,G4000001,26/08/2015,Returned,-18,BW000000
283073,496156,L000000,G4000001,26/08/2015,Returned,-18,BW000000
283945,840960,L000000,G4000001,25/08/2015,Returned,-11,BW000000
286965,356849,L000000,G4000001,27/08/2015,Returned,-3,BW000000
287493,594499,L000000,G4000001,28/08/2015,Returned,-16,BW000000
287679,413606,L000000,G4000001,27/08/2015,Returned,-12,BW000000
290099,609574,L000000,G4000001,30/08/2015,Returned,-9,BW000000
291589,248968,L000000,G4000001,31/08/2015,Returned,-28,BW000000
257557,847341,L000000,G5000001,10/08/2015,Returned,-1,BW000000
269538,830982,L000000,G5000001,22/08/2015,Returned,-1,BW000000
283566,934860,L000000,G5000001,27/08/2015,Returned,-1,BW000000
254725,873391,L000000,G5000001,10/08/2015,Returned,-17,BW000000
262099,129416,L000000,G5000001,13/08/2015,Returned,-2,BW000000
263681,149940,L000000,G5000001,16/08/2015,Returned,-9,BW000000
265120,592325,L000000,G5000001,16/08/2015,Returned,-31,BW000000
265229,701065,L000000,G5000001,18/08/2015,Returned,-29,BW000000
266433,802422,L000000,G5000001,18/08/2015,Returned,-3,BW000000
266597,288343,L000000,G5000001,17/08/2015,Returned,-15,BW000000
267189,617721,L000000,G5000001,18/08/2015,Returned,-7,BW000000
267521,398928,L000000,G5000001,17/08/2015,Returned,-3,BW000000
273427,890040,L000000,G5000001,24/08/2015,Returned,-2,BW000000
273993,539908,L000000,G5000001,24/08/2015,Returned,-14,BW000000
277360,169226,L000000,G5000001,25/08/2015,Returned,-19,BW000000
278058,6238,L000000,G5000001,26/08/2015,Returned,-7,BW000000
278288,275224,L000000,G5000001,25/08/2015,Returned,-11,BW000000
281329,472788,L000000,G5000001,26/08/2015,Returned,-12,BW000000
281425,204815,L000000,G5000001,24/08/2015,Returned,-4,BW000000
282293,251596,L000000,G5000001,26/08/2015,Returned,-14,BW000000
283395,69835,L000000,G5000001,27/08/2015,Returned,-7,BW000000
287429,186912,L000000,G5000001,27/08/2015,Returned,-28,BW000000
287575,928640,L000000,G5000001,29/08/2015,Returned,-3,BW000000
287575,928640,L000000,G5000001,29/08/2015,Returned,-3,BW000000
288155,392694,L000000,G5000001,27/08/2015,Returned,-16,BW000000
289300,806831,L000000,G5000001,30/08/2015,Returned,-18,BW000000
291165,452060,L000000,G5000001,31/08/2015,Returned,-6,BW000000
291931,512851,L000000,G5000001,31/08/2015,Returned,-14,BW000000
292227,531044,L000000,G5000001,31/08/2015,Returned,-7,BW000000
292863,74041,L000000,G5000001,31/08/2015,Returned,-6,BW000000
254372,996147,L000000,G5000001,09/08/2015,Consignment,12,BW000000
259409,592325,L000000,G5000001,12/08/2015,Consignment,38,BW000000
276607,964276,L000000,G5000001,24/08/2015,Consignment,6,BW000000
283690,239298,L000000,G5000001,25/08/2015,Consignment,179,BW000000
254923,168655,L000000,G6000001,11/08/2015,Returned,-1,BW000000
268686,151976,L000000,G6000001,18/08/2015,Returned,-1,BW000000
269598,830982,L000000,G6000001,21/08/2015,Returned,-1,BW000000
271145,108747,L000000,G6000001,24/08/2015,Returned,-1,BW000000
280183,899792,L000000,G6000001,24/08/2015,Returned,-1,BW000000
283883,642859,I000000,G6000001,25/08/2015,Returned,-1,BW000000
286429,409504,L000000,G6000001,27/08/2015,Returned,-1,BW000000
286431,409504,L000000,G6000001,28/08/2015,Returned,-1,BW000000
288537,379058,L000000,G6000001,27/08/2015,Returned,-1,BW000000
267708,182399,L000000,G6000001,19/08/2015,Consignment,2,BW000000
268181,79472,L000000,G6000001,18/08/2015,Consignment,23,BW000000
235343,521047,L000000,G6000001,02/08/2015,Returned,-7,BW000000
240112,365590,L000000,G6000001,04/08/2015,Returned,-15,BW000000
241222,142873,L000000,G6000001,04/08/2015,Returned,-7,BW000000
252895,100790,L000000,G6000001,10/08/2015,Returned,-5,BW000000
253923,806318,L000000,G6000001,09/08/2015,Returned,-14,BW000000
254297,431581,L000000,G6000001,11/08/2015,Returned,-6,BW000000
255854,430486,L000000,G6000001,12/08/2015,Returned,-2,BW000000
257991,109253,L000000,G6000001,10/08/2015,Returned,-8,BW000000
263855,272682,L000000,G6000001,16/08/2015,Returned,-26,BW000000
264195,30498,L000000,G6000001,18/08/2015,Returned,-50,BW000000
267089,418996,L000000,G6000001,19/08/2015,Returned,-3,BW000000
272623,934860,L000000,G6000001,22/08/2015,Returned,-4,BW000000
277228,781668,L000000,G6000001,26/08/2015,Returned,-36,BW000000
277354,169226,L000000,G6000001,24/08/2015,Returned,-20,BW000000
277478,309190,L000000,G6000001,24/08/2015,Returned,-27,BW000000
278262,275224,L000000,G6000001,25/08/2015,Returned,-7,BW000000
278823,98970,L000000,G6000001,24/08/2015,Returned,-7,BW000000
278839,98970,L000000,G6000001,25/08/2015,Returned,-7,BW000000
280617,922881,L000000,G6000001,25/08/2015,Returned,-33,BW000000
281241,122329,L000000,G6000001,24/08/2015,Returned,-5,BW000000
281657,627950,L000000,G6000001,25/08/2015,Returned,-7,BW000000
281895,320107,L000000,G6000001,24/08/2015,Returned,-2,BW000000
281895,320107,L000000,G6000001,26/08/2015,Returned,-2,BW000000
282051,526291,L000000,G6000001,25/08/2015,Returned,-5,BW000000
282431,844178,L000000,G6000001,27/08/2015,Returned,-30,BW000000
282583,351880,L000000,G6000001,26/08/2015,Returned,-3,BW000000
282953,173863,L000000,G6000001,25/08/2015,Returned,-16,BW000000
283161,431324,L000000,G6000001,27/08/2015,Returned,-15,BW000000
284708,868438,L000000,G6000001,25/08/2015,Returned,-5,BW000000
281069,28267,L000000,G2000001,25/08/2015,Returned,-1,BW000000
232210,865430,L000000,G2000001,01/08/2015,Returned,-4,BW000000
241484,5899,L000000,G2000001,05/08/2015,Returned,-11,BW000000
248087,121264,L000000,G2000001,06/08/2015,Returned,-8,BW000000
253023,621454,L000000,G2000001,11/08/2015,Returned,-6,BW000000
255786,76740,L000000,G2000001,10/08/2015,Returned,-3,BW000000
258261,910721,L000000,G2000001,10/08/2015,Returned,-21,BW000000
260276,939263,L000000,G2000001,13/08/2015,Returned,-5,BW000000
265253,701065,L000000,G2000001,17/08/2015,Returned,-26,BW000000
267647,524939,L000000,G2000001,18/08/2015,Returned,-4,BW000000
268546,543567,L000000,G2000001,19/08/2015,Returned,-9,BW000000
268622,2111,L000000,G2000001,18/08/2015,Returned,-6,BW000000
269378,330539,L000000,G2000001,20/08/2015,Returned,-4,BW000000
270869,418574,L000000,G2000001,23/08/2015,Returned,-10,BW000000
271805,260054,L000000,G2000001,23/08/2015,Returned,-12,BW000000
273579,874172,L000000,G2000001,24/08/2015,Returned,-2,BW000000
275303,253004,L000000,G2000001,25/08/2015,Returned,-5,BW000000
279109,16635,L000000,G2000001,24/08/2015,Returned,-7,BW000000
281143,361378,I000000,G2000001,26/08/2015,Returned,-14,BW000000
283194,810381,L000000,G2000001,26/08/2015,Returned,-7,BW000000
284896,150095,L000000,G2000001,27/08/2015,Returned,-7,BW000000
286639,573680,L000000,G2000001,28/08/2015,Returned,-10,BW000000
287085,429759,L000000,G2000001,27/08/2015,Returned,-12,BW000000
287131,429759,L000000,G2000001,28/08/2015,Returned,-5,BW000000
288137,392694,L000000,G2000001,27/08/2015,Returned,-5,BW000000
288775,310558,L000000,G2000001,27/08/2015,Returned,-7,BW000000
288843,748005,L000000,G2000001,27/08/2015,Returned,-19,BW000000
269311,571376,L000000,OTH,22/08/2015,Consignment,3,BW000000
253531,392485,L000000,OTH,10/08/2015,Returned,-9,BW000000
255480,848665,L000000,OTH,12/08/2015,Returned,-10,BW000000
257517,953516,L000000,OTH,11/08/2015,Returned,-14,BW000000
258271,910721,L000000,OTH,11/08/2015,Returned,-9,BW000000
275796,946783,L000000,OTH,24/08/2015,Returned,-83,BW000000
278012,6238,L000000,OTH,25/08/2015,Returned,-2,BW000000
278012,6238,L000000,OTH,24/08/2015,Returned,-2,BW000000
283325,875289,L000000,OTH,25/08/2015,Returned,-10,BW000000
273049,953516,L000000,G3000001,22/08/2015,Returned,-1,BW000000
280845,996147,L000000,G3000001,25/08/2015,Returned,-1,BW000000
239300,365590,L000000,G3000001,04/08/2015,Returned,-12,BW000000
241156,142873,L000000,G3000001,05/08/2015,Returned,-7,BW000000
241216,142873,L000000,G3000001,05/08/2015,Returned,-7,BW000000
245705,926850,L000000,G3000001,07/08/2015,Returned,-4,BW000000
251208,434705,L000000,G3000001,11/08/2015,Returned,-7,BW000000
279032,554727,L000000,G1100001,27/10/2015,Consignment,53,BW000000
254291,431581,L000000,G3000001,11/08/2015,Returned,-4,BW000000
260248,939263,L000000,G3000001,13/08/2015,Returned,-4,BW000000
260959,17072,L000000,G3000001,11/08/2015,Returned,-5,BW000000
264189,30498,L000000,G3000001,17/08/2015,Returned,-40,BW000000
264821,387021,L000000,G3000001,17/08/2015,Returned,-4,BW000000
266613,288343,L000000,G3000001,18/08/2015,Returned,-23,BW000000
266885,116794,L000000,G3000001,17/08/2015,Returned,-9,BW000000
267781,610806,L000000,G3000001,17/08/2015,Returned,-17,BW000000
268948,80752,L000000,G3000001,19/08/2015,Returned,-7,BW000000
269012,780433,L000000,G3000001,20/08/2015,Returned,-5,BW000000
269396,330539,L000000,G3000001,21/08/2015,Returned,-4,BW000000
272081,446232,L000000,G3000001,23/08/2015,Returned,-3,BW000000
272677,100490,L000000,G3000001,24/08/2015,Returned,-2,BW000000
281711,950170,L000000,G3000001,25/08/2015,Returned,-2,BW000000
282021,526291,L000000,G3000001,24/08/2015,Returned,-10,BW000000
282759,27550,L000000,G3000001,26/08/2015,Returned,-16,BW000000
285964,561558,L000000,G3000001,26/08/2015,Returned,-5,BW000000
286134,722067,L000000,G3000001,28/08/2015,Returned,-23,BW000000
288251,890557,L000000,G3000001,28/08/2015,Returned,-2,BW000000
288259,890557,L000000,G3000001,28/08/2015,Returned,-3,BW000000
288479,379058,L000000,G3000001,28/08/2015,Returned,-19,BW000000
288913,760154,L000000,G3000001,29/08/2015,Returned,-27,BW000000
289806,377670,L000000,G3000001,30/08/2015,Returned,-3,BW000000
262974,399833,L000000,G3000001,15/08/2015,Consignment,4,BW000000
262986,592325,L000000,G3000001,15/08/2015,Consignment,38,BW000000
268153,79472,L000000,G3000001,18/08/2015,Consignment,116,BW000000
283680,239298,L000000,G3000001,27/08/2015,Consignment,168,BW000000
254446,571376,L000000,G1000001,12/08/2015,Consignment,4,BW000000
265994,972694,L000000,G1000001,19/08/2015,Consignment,4,BW000000
271044,619563,L000000,G1000001,23/08/2015,Consignment,2,BW000000
282556,399833,L000000,G1000001,25/08/2015,Consignment,5,BW000000
261931,795176,L000000,G1000001,12/08/2015,Returned,-1,BW000000
248085,121264,L000000,G1000001,07/08/2015,Returned,-14,BW000000
254481,826024,L000000,G1000001,11/08/2015,Returned,-25,BW000000
260967,17072,L000000,G1000001,13/08/2015,Returned,-2,BW000000
261067,530549,L000000,G1000001,12/08/2015,Returned,-8,BW000000
263643,149940,L000000,G1000001,17/08/2015,Returned,-4,BW000000
264363,952975,L000000,G1000001,18/08/2015,Returned,-12,BW000000
268260,306817,L000000,G1000001,19/08/2015,Returned,-40,BW000000
268558,543567,L000000,G1000001,19/08/2015,Returned,-24,BW000000
271833,260054,L000000,G1000001,23/08/2015,Returned,-16,BW000000
275854,996147,L000000,G1000001,25/08/2015,Returned,-4,BW000000
278941,98970,L000000,G1000001,25/08/2015,Returned,-10,BW000000
280971,479365,L000000,G1000001,24/08/2015,Returned,-10,BW000000
281309,472788,L000000,G1000001,25/08/2015,Returned,-6,BW000000
286619,573680,L000000,G1000001,29/08/2015,Returned,-15,BW000000
286961,356849,L000000,G1000001,28/08/2015,Returned,-4,BW000000
287225,191709,L000000,G1000001,28/08/2015,Returned,-8,BW000000
288439,379058,L000000,G1000001,28/08/2015,Returned,-8,BW000000
288779,310558,L000000,G1000001,28/08/2015,Returned,-2,BW000000
269532,830982,L000000,SY0000001,20/08/2015,Returned,-1,BW000000
285912,74486,L000000,SY0000001,28/08/2015,Returned,-1,BW000000
252147,520095,L000000,SY0000001,10/08/2015,Returned,-2,BW000000
253139,803568,L000000,SY0000001,10/08/2015,Returned,-30,BW000000
253425,418235,L000000,SY0000001,11/08/2015,Returned,-38,BW000000
263195,596674,L000000,SY0000001,17/08/2015,Returned,-35,BW000000
265289,701065,L000000,SY0000001,18/08/2015,Returned,-35,BW000000
266057,635395,L000000,SY0000001,18/08/2015,Returned,-9,BW000000
266057,635395,L000000,SY0000001,18/08/2015,Returned,-9,BW000000
266877,116794,L000000,SY0000001,17/08/2015,Returned,-14,BW000000
269406,330539,L000000,SY0000001,21/08/2015,Returned,-7,BW000000
274473,283151,L000000,SY0000001,24/08/2015,Returned,-26,BW000000
274523,283151,L000000,SY0000001,23/08/2015,Returned,-21,BW000000
275982,40058,L000000,SY0000001,24/08/2015,Returned,-30,BW000000
278256,275224,L000000,SY0000001,26/08/2015,Returned,-18,BW000000
283173,846246,L000000,SY0000001,25/08/2015,Returned,-107,BW000000
287841,167814,L000000,SY0000001,28/08/2015,Returned,-10,BW000000
288949,570576,L000000,SY0000001,28/08/2015,Returned,-19,BW000000
291097,523776,L000000,SY0000001,31/08/2015,Returned,-119,BW000000
292435,746934,L000000,SY0000001,31/08/2015,Returned,-13,BW000000
271352,217381,L000000,SY0000001,23/08/2015,Consignment,2,BW000000
288752,529371,L000000,SY0000001,28/08/2015,Consignment,20,BW000000
253869,522466,L000000,FTH000001,10/08/2015,Consignment,12,BW000000
256016,821248,L000000,FTH000001,12/08/2015,Returned,-1,BW000000
276720,537702,L000000,FTH000001,24/08/2015,Returned,-1,BW000000
243777,181178,L000000,FTH000001,06/08/2015,Returned,-18,BW000000
252789,69381,L000000,FTH000001,09/08/2015,Returned,-4,BW000000
257389,461709,L000000,FTH000001,12/08/2015,Returned,-39,BW000000
258097,315701,L000000,FTH000001,11/08/2015,Returned,-26,BW000000
263881,272682,L000000,FTH000001,18/08/2015,Returned,-14,BW000000
268392,904646,L000000,FTH000001,20/08/2015,Returned,-64,BW000000
270074,135103,L000000,FTH000001,20/08/2015,Returned,-18,BW000000
270210,440543,L000000,FTH000001,22/08/2015,Returned,-18,BW000000
276390,751628,L000000,FTH000001,24/08/2015,Returned,-3,BW000000
279693,410547,L000000,FTH000001,25/08/2015,Returned,-64,BW000000
282833,363843,L000000,FTH000001,25/08/2015,Returned,-3,BW000000
283323,875289,L000000,FTH000001,26/08/2015,Returned,-17,BW000000
285984,561558,L000000,FTH000001,26/08/2015,Returned,-17,BW000000
287477,594499,L000000,FTH000001,28/08/2015,Returned,-26,BW000000
269546,830982,L000000,TY000001,21/08/2015,Returned,-1,BW000000
271095,168721,L000000,TY000001,23/08/2015,Returned,-1,BW000000
280165,899792,L000000,TY000001,24/08/2015,Returned,-1,BW000000
252911,75420,L000000,TY000001,10/08/2015,Returned,-20,BW000000
253519,392485,L000000,TY000001,11/08/2015,Returned,-6,BW000000
261307,504748,L000000,TY000001,13/08/2015,Returned,-19,BW000000
263903,272682,L000000,TY000001,16/08/2015,Returned,-15,BW000000
264043,615219,L000000,TY000001,16/08/2015,Returned,-27,BW000000
265671,908807,L000000,TY000001,18/08/2015,Returned,-11,BW000000
266061,635395,L000000,TY000001,18/08/2015,Returned,-5,BW000000
266777,53928,L000000,TY000001,19/08/2015,Returned,-3,BW000000
267071,418996,L000000,TY000001,19/08/2015,Returned,-2,BW000000
269248,991744,L000000,TY000001,19/08/2015,Returned,-40,BW000000
273071,946849,L000000,TY000001,24/08/2015,Returned,-3,BW000000
275219,253004,L000000,TY000001,25/08/2015,Returned,-22,BW000000
278270,275224,L000000,TY000001,26/08/2015,Returned,-6,BW000000
282097,498514,L000000,TY000001,24/08/2015,Returned,-49,BW000000
285466,211365,L000000,TY000001,27/08/2015,Returned,-11,BW000000
287099,429759,L000000,TY000001,28/08/2015,Returned,-20,BW000000
290109,609574,L000000,TY000001,31/08/2015,Returned,-5,BW000000
239242,698560,L000000,FST000001,04/08/2015,Consignment,12,BW000000
291380,619563,L000000,FST000001,31/08/2015,Consignment,2,BW000000
251635,183951,L000000,FST000001,09/08/2015,Returned,-1,BW000000
264553,939263,L000000,FST000001,16/08/2015,Returned,-1,BW000000
234494,939964,L000000,FST000001,01/08/2015,Returned,-18,BW000000
261817,893530,L000000,FST000001,13/08/2015,Returned,-52,BW000000
264385,952975,L000000,FST000001,17/08/2015,Returned,-4,BW000000
273471,890040,L000000,FST000001,24/08/2015,Returned,-2,BW000000
279679,410547,L000000,FST000001,24/08/2015,Returned,-61,BW000000
285910,74486,L000000,FST000001,26/08/2015,Returned,-19,BW000000
288765,310558,L000000,FST000001,27/08/2015,Returned,-21,BW000000
241454,5899,L000000,K2000001,04/08/2015,Returned,-9,BW000000
250223,897442,L000000,K2000001,09/08/2015,Returned,-30,BW000000
253107,770603,L000000,K2000001,09/08/2015,Returned,-44,BW000000
261295,504748,L000000,K2000001,12/08/2015,Returned,-2,BW000000
270614,128416,L000000,K2000001,22/08/2015,Returned,-21,BW000000
278038,6238,L000000,K2000001,25/08/2015,Returned,-29,BW000000
232785,755456,L000000,K1000001,01/08/2015,Consignment,11,BW000000
263413,903306,L000000,K1000001,16/08/2015,Returned,-1,BW000000
284710,868438,L000000,K1000001,26/08/2015,Returned,-1,BW000000
286515,524212,I000000,K1000001,28/08/2015,Returned,-1,BW000000
275289,253004,L000000,K1000001,24/08/2015,Returned,-13,BW000000
288313,890557,L000000,K1000001,27/08/2015,Returned,-8,BW000000
258163,315701,L000000,G1100001,11/08/2015,Returned,-18,BW000000
265929,267747,L000000,G1100001,18/08/2015,Returned,-20,BW000000
276092,234765,L000000,G1100001,24/08/2015,Returned,-12,BW000000
276312,750312,L000000,G1100001,24/08/2015,Returned,-36,BW000000
280623,922881,L000000,G1100001,26/08/2015,Returned,-52,BW000000
289826,569576,L000000,G1100001,31/08/2015,Returned,-50,BW000000
237539,125334,L000000,SH000001,02/08/2015,Consignment,30,BW000000
242266,49568,L000000,N0000001,04/08/2015,Consignment,5,BW000000
249899,364621,L000000,SH000001,08/08/2015,Returned,-17,BW000000
254915,168655,L000000,G2000001,11/08/2015,Returned,-1,CL0000000
254135,262456,L000000,G2000001,11/08/2015,Returned,-3,CL0000000
268286,306817,L000000,G2000001,18/08/2015,Returned,-26,CL0000000
271577,575301,L000000,G2000001,24/08/2015,Returned,-6,CL0000000
